"ID","Canonical_ID"
"UCLA___ART HIS M118A",4346
"UCLA___ART HIS M118B",4347
"UCLA___ART HIS C118C",4426
"UCLA___ART HIS 119A",4427
"UCLA___ART HIS 119B",4428
"UCLA___ART HIS M119C",4429
"UCLA___ART HIS M119D",4294
"UCLA___ART HIS C120",4430
"UCLA___ART HIS 121A",4431
"UCLA___ART HIS 121B",4432
"UCLA___ART HIS 121C",4433
"UCLA___ART HIS 121D",4434
"UCLA___ART HIS 124",4435
"UCLA___ART HIS C125A",4436
"UCLA___ART HIS 125B",4437
"UCLA___ART HIS C126",4438
"UCLA___ART HIS 127A",4439
"UCLA___ART HIS C127A",4440
"UCLA___ART HIS 127B",4441
"UCLA___ART HIS M127C",4442
"UCLA___ART HIS C128A",4443
"UCLA___ART HIS C128B",4444
"UCLA___ART HIS C128C",4445
"UCLA___ART HIS C129A",4446
"UCLA___ART HIS C129B",4447
"UCLA___ART HIS C129C",4448
"UCLA___ART HIS 130",4449
"UCLA___ART HIS C131A",4450
"UCLA___ART HIS C131B",4451
"UCLA___ART HIS C131C",4452
"UCLA___ART HIS 132",4453
"UCLA___ART HIS C133A",4454
"UCLA___ART HIS C133B",4455
"UCLA___ART HIS C133C",4456
"UCLA___ART HIS 133D",4457
"UCLA___ART HIS 133E",4458
"UCLA___ART HIS CM135A",3988
"UCLA___ART HIS CM135B",3989
"UCLA___ART HIS C136A",4459
"UCLA___ART HIS C136B",4460
"UCLA___ART HIS C136D",4461
"UCLA___ART HIS 137",4462
"UCLA___ART HIS CM139A",4463
"UCLA___ART HIS C139B",4464
"UCLA___ART HIS C139C",4465
"UCLA___ART HIS C140",4466
"UCLA___ART HIS CM141",4467
"UCLA___ART HIS C142A",4468
"UCLA___ART HIS C142B",4469
"UCLA___ART HIS 143",4470
"UCLA___ART HIS 144",4471
"UCLA___ART HIS C145A",4472
"UCLA___ART HIS C145B",4473
"UCLA___ART HIS C146A",4474
"UCLA___ART HIS 147",4475
"UCLA___ART HIS C148A",4476
"UCLA___ART HIS C148B",4477
"UCLA___ART HIS C148C",4478
"UCLA___ART HIS C148D",4479
"UCLA___ART HIS C148E",4480
"UCLA___ART HIS C148F",4481
"UCLA___ART HIS C148G",4482
"UCLA___ART HIS C149",4483
"UCLA___ART HIS 150A",4484
"UCLA___ART HIS C150B",4485
"UCLA___ART HIS C151",4486
"UCLA___ART HIS 152A",4487
"UCLA___ART HIS C152B",4488
"UCLA___ART HIS C152C",4489
"UCLA___ART HIS C152D",4490
"UCLA___ART HIS C153",4491
"UCLA___ART HIS 154A",4492
"UCLA___ART HIS 154B",4493
"UCLA___ART HIS C154C",4494
"UCLA___ART HIS 154D",4495
"UCLA___ART HIS C155",4496
"UCLA___ART HIS 156",4497
"UCLA___ART HIS C158A",4498
"UCLA___ART HIS C160",4499
"UCLA___ART HIS 161",4500
"UCLA___ART HIS C169",4501
"UCLA___ART HIS C170A",4502
"UCLA___ART HIS C171",4503
"UCLA___ART HIS C172A",4504
"UCLA___ART HIS C172B",4505
"UCLA___ART HIS M179",4136
"UCLA___ART HIS 185",4506
"UCLA___ART HIS 195",4507
"UCLA___ART HIS 198A",4508
"UCLA___ART HIS 198B",4509
"UCLA___ART&ARC 10",4510
"UCLA___ART&ARC 100",4511
"UCLA___ARTS ED 20",4512
"UCLA___ARTS ED 101",4513
"UCLA___ARTS ED M102",4514
"UCLA___ARTS ED 103",4515
"UCLA___ARTS ED 105",4516
"UCLA___ARTS ED 107",4517
"UCLA___ARTS ED 108",4518
"UCLA___ARTS ED 109",4519
"UCLA___ARTS ED M192",4520
"UCLA___ARTS ED M192XP",4521
"UCLA___ASIAN M20",4522
"UCLA___ASIAN 30",4523
"UCLA___ASIAN 40",4524
"UCLA___ASIAN M60",4525
"UCLA___ASIAN M60W",4526
"UCLA___ASIAN M61",4527
"UCLA___ASIAN 70A",4528
"UCLA___ASIAN 70B",4529
"UCLA___ASIAN 70C",4530
"UCLA___ASIAN 100",4531
"UCLA___ASIAN 104",4532
"UCLA___ASIAN 121",4533
"UCLA___ASIAN CM124",4534
"UCLA___ASIAN 130",4535
"UCLA___ASIAN 135",4536
"UCLA___ASIAN 140",4537
"UCLA___ASIAN 151",4538
"UCLA___ASIAN 152",4539
"UCLA___ASIAN 155",4540
"UCLA___ASIAN 158",4541
"UCLA___ASIAN 161",4542
"UCLA___ASIAN 162",4543
"UCLA___ASIAN 163",4544
"UCLA___ASIAN 164",4545
"UCLA___ASIAN C170",4546
"UCLA___ASIAN 184",4547
"UCLA___ASIAN 191A",4548
"UCLA___ASIAN 191B",4549
"UCLA___ASIAN 191H",4550
"UCLA___ASIAN 195",4551
"UCLA___ASIAN 198A",4552
"UCLA___ASIAN 198B",4553
"UCLA___ASIAN 198C",4554
"UCLA___ASIA AM 10",4555
"UCLA___ASIA AM 10W",4556
"UCLA___ASIA AM 20",4557
"UCLA___ASIA AM 20W",4558
"UCLA___ASIA AM 30",4559
"UCLA___ASIA AM 30W",4560
"UCLA___ASIA AM 40",4561
"UCLA___ASIA AM 40W",4562
"UCLA___ASIA AM 50",4563
"UCLA___ASIA AM 50W",4564
"UCLA___ASIA AM 103",4565
"UCLA___ASIA AM 104A",4566
"UCLA___ASIA AM 104B",4567
"UCLA___ASIA AM 105",4568
"UCLA___ASIA AM 107",4569
"UCLA___ASIA AM M108",4570
"UCLA___ASIA AM 109",4571
"UCLA___ASIA AM 110",4572
"UCLA___ASIA AM 111",4573
"UCLA___ASIA AM M112A",4574
"UCLA___ASIA AM M112B",4575
"UCLA___ASIA AM 112C",4576
"UCLA___ASIA AM 113",4577
"UCLA___ASIA AM M114",4578
"UCLA___ASIA AM 115",4579
"UCLA___ASIA AM M116",4580
"UCLA___ASIA AM M117",4581
"UCLA___ASIA AM 118",4582
"UCLA___ASIA AM M119XP",4583
"UCLA___ASIA AM 120",4584
"UCLA___ASIA AM 121",4585
"UCLA___ASIA AM 122A",4586
"UCLA___ASIA AM 122B",4587
"UCLA___ASIA AM 123",4588
"UCLA___ASIA AM M124",3985
"UCLA___ASIA AM 125",4589
"UCLA___ASIA AM 126",4590
"UCLA___ASIA AM M128",3986
"UCLA___ASIA AM M129",4591
"UCLA___ASIA AM 130A",4592
"UCLA___ASIA AM M130B",4593
"UCLA___ASIA AM M130C",4594
"UCLA___ASIA AM 131A",4595
"UCLA___ASIA AM 131B",4596
"UCLA___ASIA AM 131C",4597
"UCLA___ASIA AM 132A",4598
"UCLA___ASIA AM 133",4599
"UCLA___ASIA AM 134",4600
"UCLA___ASIA AM 135",4601
"UCLA___ASIA AM 140XP",4602
"UCLA___ASIA AM 141AX",4603
"UCLA___ASIA AM 141BX",4604
"UCLA___ASIA AM C142A",4605
"UCLA___ASIA AM C142B",4606
"UCLA___ASIA AM C142C",4607
"UCLA___ASIA AM M143A",4195
"UCLA___ASIA AM 143B",4608
"UCLA___ASIA AM M143C",4241
"UCLA___ASIA AM M151",4609
"UCLA___ASIA AM 155",4610
"UCLA___ASIA AM 156",4611
"UCLA___ASIA AM 157",4612
"UCLA___ASIA AM M160",3945
"UCLA___ASIA AM M161",4613
"UCLA___ASIA AM M162",4614
"UCLA___ASIA AM M163",4009
"UCLA___ASIA AM M164",4615
"UCLA___ASIA AM M165",4616
"UCLA___ASIA AM M166A",4617
"UCLA___ASIA AM M166B",4618
"UCLA___ASIA AM M166C",4619
"UCLA___ASIA AM 167",4620
"UCLA___ASIA AM M168",3981
"UCLA___ASIA AM M169",4004
"UCLA___ASIA AM 170",4621
"UCLA___ASIA AM 171A",4622
"UCLA___ASIA AM 171B",4623
"UCLA___ASIA AM 171C",4624
"UCLA___ASIA AM M171D",4625
"UCLA___ASIA AM 171E",4626
"UCLA___ASIA AM 171F",4627
"UCLA___ASIA AM M172A",4628
"UCLA___ASIA AM 172B",4629
"UCLA___ASIA AM 172C",4630
"UCLA___ASIA AM M173",4631
"UCLA___ASIA AM 174A",4632
"UCLA___ASIA AM 174B",4633
"UCLA___ASIA AM 175A",4634
"UCLA___ASIA AM 175B",4635
"UCLA___ASIA AM 176",4636
"UCLA___ASIA AM 177",4637
"UCLA___ASIA AM 178",4638
"UCLA___ASIA AM M179",4639
"UCLA___ASIA AM 185",4640
"UCLA___ASIA AM 186",4641
"UCLA___ASIA AM 187A",4642
"UCLA___ASIA AM 187B",4643
"UCLA___ASIA AM 187C",4644
"UCLA___ASIA AM 188",4645
"UCLA___ASIA AM 191A",4646
"UCLA___ASIA AM 191B",4647
"UCLA___ASIA AM 191C",4648
"UCLA___ASIA AM M191F",4649
"UCLA___ASIA AM 195",4650
"UCLA___ASIA AM M195CE",4031
"UCLA___ASIA AM 198A",4651
"UCLA___ASIA AM 198B",4652
"UCLA___ASIA AM 198C",4653
"UCLA___ASTR 3",4654
"UCLA___ASTR 4",4655
"UCLA___ASTR 5",4656
"UCLA___ASTR 6",4657
"UCLA___ASTR 81",4658
"UCLA___ASTR 82",4659
"UCLA___ASTR 115",4660
"UCLA___ASTR 117",4661
"UCLA___ASTR 127",4662
"UCLA___ASTR 140",4663
"UCLA___ASTR 141",4664
"UCLA___ASTR 142",4665
"UCLA___ASTR 143",4666
"UCLA___ASTR 144",4667
"UCLA___ASTR 145",4668
"UCLA___ASTR 146",4669
"UCLA___ASTR 180",4670
"UCLA___A&O SCI 1",4671
"UCLA___A&O SCI 2",4672
"UCLA___A&O SCI 3",4673
"UCLA___A&O SCI 5",4674
"UCLA___A&O SCI M7",4675
"UCLA___A&O SCI 51",4676
"UCLA___A&O SCI M71",4677
"UCLA___A&O SCI 88",4678
"UCLA___A&O SCI 90",4679
"UCLA___A&O SCI M100",4680
"UCLA___A&O SCI 101",4681
"UCLA___A&O SCI 102",4682
"UCLA___A&O SCI 103",4683
"UCLA___A&O SCI 104",4684
"UCLA___A&O SCI M105",4685
"UCLA___A&O SCI M106",4686
"UCLA___A&O SCI 107",4687
"UCLA___A&O SCI C110",4688
"UCLA___A&O SCI C111",4689
"UCLA___A&O SCI 112",4690
"UCLA___A&O SCI 113",4691
"UCLA___A&O SCI CM114A",4692
"UCLA___A&O SCI CM114B",4693
"UCLA___A&O SCI C115",4694
"UCLA___A&O SCI M120",4695
"UCLA___A&O SCI 121",4696
"UCLA___A&O SCI 123",4697
"UCLA___A&O SCI 130",4698
"UCLA___A&O SCI 135",4699
"UCLA___A&O SCI 141",4700
"UCLA___A&O SCI C144",4701
"UCLA___A&O SCI 145",4702
"UCLA___A&O SCI 150",4703
"UCLA___A&O SCI 155",4704
"UCLA___A&O SCI C160",4705
"UCLA___A&O SCI M170",4706
"UCLA___A&O SCI M171",4707
"UCLA___A&O SCI 180",4708
"UCLA___A&O SCI 181",4709
"UCLA___A&O SCI C182",4710
"UCLA___A&O SCI 188",4711
"UCLA___BIOENGR 100",4712
"UCLA___BIOENGR C101",4713
"UCLA___BIOENGR C102",4714
"UCLA___BIOENGR C104",4715
"UCLA___BIOENGR C105",4716
"UCLA___BIOENGR C106",4717
"UCLA___BIOENGR C107",4718
"UCLA___BIOENGR 110",4719
"UCLA___BIOENGR 120",4720
"UCLA___BIOENGR 121",4721
"UCLA___BIOENGR 122",4722
"UCLA___BIOENGR 123",4723
"UCLA___BIOENGR C131",4724
"UCLA___BIOENGR 132",4725
"UCLA___BIOENGR C135",4726
"UCLA___BIOENGR C139A",4727
"UCLA___BIOENGR C139B",4728
"UCLA___BIOENGR CM140",4729
"UCLA___BIOENGR CM145",4730
"UCLA___BIOENGR C147",4731
"UCLA___BIOENGR M153",4732
"UCLA___BIOENGR C155",4733
"UCLA___BIOENGR 165EW",4734
"UCLA___BIOENGR C166",4735
"UCLA___BIOENGR 167L",4736
"UCLA___BIOENGR 170",4737
"UCLA___BIOENGR 175",4738
"UCLA___BIOENGR 176",4739
"UCLA___BIOENGR 177A",4740
"UCLA___BIOENGR 177B",4741
"UCLA___BIOENGR 177C",4742
"UCLA___BIOENGR CM178",4743
"UCLA___BIOENGR C179",4744
"UCLA___BIOENGR 180",4745
"UCLA___BIOENGR 180L",4746
"UCLA___BIOENGR M182",4747
"UCLA___BIOENGR C183",4748
"UCLA___BIOENGR C185",4749
"UCLA___BIOENGR CM186",4750
"UCLA___BIOENGR CM187",4751
"UCLA___BIOENGR C188",4752
"UCLA___BIOENGR C188L",4753
"UCLA___BIOENGR 194",4754
"UCLA___BIOL CH M140",4755
"UCLA___BIOMATH 170A",4756
"UCLA___BIOMATH 190HA",4757
"UCLA___BIOMATH 190HB",4758
"UCLA___BMD RES 1A",4759
"UCLA___BMD RES 5HA",4760
"UCLA___BMD RES 5HB",4761
"UCLA___BMD RES M6H",4762
"UCLA___BMD RES 10H",4763
"UCLA___BMD RES 100HA",4764
"UCLA___BMD RES 100HB",4765
"UCLA___BMD RES 100HC",4766
"UCLA___BMD RES 199",4767
"UCLA___BIOSTAT 100",4768
"UCLA___BIOSTAT 120",4769
"UCLA___BIOSTAT 121",4770
"UCLA___BIOSTAT 125",4771
"UCLA___BULGR 101A",4772
"UCLA___BULGR 101B",4773
"UCLA___BULGR 101C",4774
"UCLA___C&EE ST 31",4775
"UCLA___C&EE ST 91",4776
"UCLA___C&EE ST M120",4777
"UCLA___C&EE ST M125",4778
"UCLA___C&EE ST CM126",4779
"UCLA___C&EE ST 127",4780
"UCLA___C&EE ST 130",4781
"UCLA___C&EE ST 191",4782
"UCLA___CH ENGR 2",4783
"UCLA___CH ENGR 45",4784
"UCLA___CH ENGR 100",4785
"UCLA___CH ENGR 101A",4786
"UCLA___CH ENGR 101B",4787
"UCLA___CH ENGR 101C",4788
"UCLA___CH ENGR 102A",4789
"UCLA___CH ENGR 102B",4790
"UCLA___CH ENGR 103",4791
"UCLA___CH ENGR 104A",4792
"UCLA___CH ENGR 104B",4793
"UCLA___CH ENGR 104C",4794
"UCLA___CH ENGR 104CL",4795
"UCLA___CH ENGR 104D",4796
"UCLA___CH ENGR 106",4797
"UCLA___CH ENGR 107",4798
"UCLA___CH ENGR 108A",4799
"UCLA___CH ENGR 108B",4800
"UCLA___CH ENGR 109",4801
"UCLA___CH ENGR 110",4802
"UCLA___CH ENGR C111",4803
"UCLA___CH ENGR C112",4804
"UCLA___CH ENGR 113",4805
"UCLA___CH ENGR CM114",4806
"UCLA___CH ENGR C115",4807
"UCLA___CH ENGR C116",4808
"UCLA___CH ENGR C118",4809
"UCLA___CH ENGR C119",4810
"UCLA___CH ENGR C121",4811
"UCLA___CH ENGR C124",4812
"UCLA___CH ENGR C125",4813
"UCLA___CH ENGR C126",4814
"UCLA___CH ENGR CM127",4815
"UCLA___CH ENGR C128",4816
"UCLA___CH ENGR C135",4817
"UCLA___CH ENGR C140",4818
"UCLA___CH ENGR CM145",4730
"UCLA___CH ENGR C146",4819
"UCLA___CH ENGR M153",4732
"UCLA___CH ENGR 188",4820
"UCLA___CH ENGR 194",4821
"UCLA___CHEM 3",4822
"UCLA___CHEM 4B",4823
"UCLA___CHEM 14A",4824
"UCLA___CHEM 14AE",4825
"UCLA___CHEM 14B",4826
"UCLA___CHEM 14BE",4827
"UCLA___CHEM 14BL",4828
"UCLA___CHEM 14C",4829
"UCLA___CHEM 14CL",4830
"UCLA___CHEM 14D",4831
"UCLA___CHEM 17",4832
"UCLA___CHEM 20A",4833
"UCLA___CHEM 20AH",4834
"UCLA___CHEM 20B",4835
"UCLA___CHEM 20BH",4836
"UCLA___CHEM 20L",4837
"UCLA___CHEM 30A",4838
"UCLA___CHEM 30AL",4839
"UCLA___CHEM 30B",4840
"UCLA___CHEM 30BL",4841
"UCLA___CHEM 30C",4842
"UCLA___CHEM 30CL",4843
"UCLA___CHEM 50",4844
"UCLA___CHEM C100",4845
"UCLA___CHEM 101",4846
"UCLA___CHEM 103",4847
"UCLA___CHEM C105",4848
"UCLA___CHEM C107",4849
"UCLA___CHEM 110A",4850
"UCLA___CHEM 110B",4851
"UCLA___CHEM 113A",4852
"UCLA___CHEM C113B",4853
"UCLA___CHEM 114",4854
"UCLA___CHEM 114H",4855
"UCLA___CHEM C115A",4856
"UCLA___CHEM C115B",4857
"UCLA___CHEM C115C",4858
"UCLA___CHEM M117",4859
"UCLA___CHEM 118",4860
"UCLA___CHEM M120",4861
"UCLA___CHEM 121",4862
"UCLA___CHEM C122",4863
"UCLA___CHEM C123A",4864
"UCLA___CHEM C123B",4865
"UCLA___CHEM M124",4866
"UCLA___CHEM C125",4867
"UCLA___CHEM C126A",4868
"UCLA___CHEM CM127",4815
"UCLA___CHEM C132A",4869
"UCLA___CHEM 136",4870
"UCLA___CHEM C138",4871
"UCLA___CHEM C140",4872
"UCLA___CHEM C143A",4873
"UCLA___CHEM C143B",4874
"UCLA___CHEM 144",4875
"UCLA___CHEM C145",4876
"UCLA___CHEM C150",4877
"UCLA___CHEM 151",4878
"UCLA___CHEM 153A",4879
"UCLA___CHEM 153AH",4880
"UCLA___CHEM 153B",4881
"UCLA___CHEM 153BH",4882
"UCLA___CHEM 153C",4883
"UCLA___CHEM 153CH",4884
"UCLA___CHEM 153D",4885
"UCLA___CHEM 153L",4886
"UCLA___CHEM 154",4887
"UCLA___CHEM 156",4888
"UCLA___CHEM M157",4889
"UCLA___CHEM C159",4890
"UCLA___CHEM C165",4891
"UCLA___CHEM 166",4892
"UCLA___CHEM 171",4893
"UCLA___CHEM C172",4894
"UCLA___CHEM C173",4895
"UCLA___CHEM C174",4896
"UCLA___CHEM C175",4897
"UCLA___CHEM C176",4898
"UCLA___CHEM C179",4899
"UCLA___CHEM C180",4900
"UCLA___CHEM C181",4901
"UCLA___CHEM 184",4902
"UCLA___CHEM C185",4903
"UCLA___CHEM M186",4904
"UCLA___CHEM 192A",4905
"UCLA___CHEM 192B",4906
"UCLA___CHEM 192C",4907
"UCLA___CCAS 10A",4908
"UCLA___CCAS 10B",4909
"UCLA___CCAS 20",4910
"UCLA___CCAS 98",4911
"UCLA___CCAS 100XP",4912
"UCLA___CCAS 101",4913
"UCLA___CCAS M102",4914
"UCLA___CCAS M103C",4915
"UCLA___CCAS M103D",4916
"UCLA___CCAS M103G",4917
"UCLA___CCAS 104",4918
"UCLA___CCAS 104A",4919
"UCLA___CCAS M105A",4920
"UCLA___CCAS M105B",4921
"UCLA___CCAS M105C",4922
"UCLA___CCAS M105D",4923
"UCLA___CCAS M105E",4924
"UCLA___CCAS 105F",4925
"UCLA___CCAS M105XP",4926
"UCLA___CCAS CM106",4927
"UCLA___CCAS M106B",4928
"UCLA___CCAS C107",4929
"UCLA___CCAS M108A",4930
"UCLA___CCAS 109",4931
"UCLA___CCAS CM110",4932
"UCLA___CCAS 111",4933
"UCLA___CCAS 113",4934
"UCLA___CCAS 113B",4935
"UCLA___CCAS M114",4936
"UCLA___CCAS M115",4937
"UCLA___CCAS M116",4938
"UCLA___CCAS 117",4939
"UCLA___CCAS M118",3981
"UCLA___CCAS M119",4940
"UCLA___CCAS 120",4941
"UCLA___CCAS M121",4942
"UCLA___CCAS M122",4943
"UCLA___CCAS 123",4944
"UCLA___CCAS M124",4945
"UCLA___CCAS M125",4946
"UCLA___CCAS M126",4947
"UCLA___CCAS M127",4948
"UCLA___CCAS M128",4949
"UCLA___CCAS M128B",4614
"UCLA___CCAS M128C",4950
"UCLA___CCAS M129",4951
"UCLA___CCAS M129B",3986
"UCLA___CCAS M130",4009
"UCLA___CCAS 131",4952
"UCLA___CCAS M132",4953
"UCLA___CCAS M133",4954
"UCLA___CCAS M134XP",4955
"UCLA___CCAS CM135",4956
"UCLA___CCAS M136",4957
"UCLA___CCAS M137",4463
"UCLA___CCAS 138A",4958
"UCLA___CCAS 138B",4959
"UCLA___CCAS M139",4960
"UCLA___CCAS M140A",4011
"UCLA___CCAS M140B",4012
"UCLA___CCAS C141",4961
"UCLA___CCAS 142",4962
"UCLA___CCAS 143",4963
"UCLA___CCAS M143B",3998
"UCLA___CCAS M144",4964
"UCLA___CCAS 145B",4965
"UCLA___CCAS 146",4966
"UCLA___CCAS CM147",4967
"UCLA___CCAS M148",3994
"UCLA___CCAS 149",4968
"UCLA___CCAS 150",4969
"UCLA___CCAS 151",4970
"UCLA___CCAS 152",4971
"UCLA___CCAS 153A",4972
"UCLA___CCAS 153B",4973
"UCLA___CCAS 153C",4974
"UCLA___CCAS 153D",4975
"UCLA___CCAS M154",4976
"UCLA___CCAS M155A",4977
"UCLA___CCAS M155B",4978
"UCLA___CCAS M156A",4617
"UCLA___CCAS M156B",4618
"UCLA___CCAS M156C",4619
"UCLA___CCAS 157",4979
"UCLA___CCAS M158",4980
"UCLA___CCAS M159B",4981
"UCLA___CCAS 160",4982
"UCLA___CCAS 161",4983
"UCLA___CCAS 163",4984
"UCLA___CCAS 164XP",4985
"UCLA___CCAS 165",4986
"UCLA___CCAS 166",4987
"UCLA___CCAS M167XP",4988
"UCLA___CCAS 168A",4989
"UCLA___CCAS 168B",4990
"UCLA___CCAS 169",4991
"UCLA___CCAS 169B",4992
"UCLA___CCAS M170XP",4993
"UCLA___CCAS 171",4994
"UCLA___CCAS 172",4995
"UCLA___CCAS M173",4014
"UCLA___CCAS 174AX",4996
"UCLA___CCAS 174BX",4997
"UCLA___CCAS M175",4381
"UCLA___CCAS 176",4998
"UCLA___CCAS CM177",4999
"UCLA___CCAS 178",5000
"UCLA___CCAS C179",5001
"UCLA___CCAS 180",5002
"UCLA___CCAS 181",5003
"UCLA___CCAS M183",5004
"UCLA___CCAS 184",5005
"UCLA___CCAS M185",4382
"UCLA___CCAS M186A",4383
"UCLA___CCAS M186AL",4384
"UCLA___CCAS M186B",4385
"UCLA___CCAS M186BL",4386
"UCLA___CCAS M186C",4387
"UCLA___CCAS M187",5006
"UCLA___CCAS M187B",4467
"UCLA___CCAS 187C",5007
"UCLA___CCAS 188",5008
"UCLA___CCAS 191",5009
"UCLA___CCAS 192A",5010
"UCLA___CCAS 195",5011
"UCLA___CCAS M195CE",4031
"UCLA___CHIN 1",5012
"UCLA___CHIN 1A",5013
"UCLA___CHIN 2",5014
"UCLA___CHIN 2A",5015
"UCLA___CHIN 3",5016
"UCLA___CHIN 3A",5017
"UCLA___CHIN 3R",5018
"UCLA___CHIN 4",5019
"UCLA___CHIN 4A",5020
"UCLA___CHIN 5",5021
"UCLA___CHIN 5A",5022
"UCLA___CHIN 5C",5023
"UCLA___CHIN 6",5024
"UCLA___CHIN 6A",5025
"UCLA___CHIN 6C",5026
"UCLA___CHIN 8",5027
"UCLA___CHIN 8A",5028
"UCLA___CHIN 10",5029
"UCLA___CHIN 30",5030
"UCLA___CHIN 40",5031
"UCLA___CHIN 50",5032
"UCLA___CHIN 50W",5033
"UCLA___CHIN M60",5034
"UCLA___CHIN M60W",5035
"UCLA___CHIN 70",5036
"UCLA___CHIN 80",5037
"UCLA___CHIN 97",5038
"UCLA___CHIN 100A",5039
"UCLA___CHIN 100B",5040
"UCLA___CHIN 100C",5041
"UCLA___CHIN 100D",5042
"UCLA___CHIN 100E",5043
"UCLA___CHIN 100F",5044
"UCLA___CHIN 100I",5045
"UCLA___CHIN 101A",5046
"UCLA___CHIN 101B",5047
"UCLA___CHIN 101C",5048
"UCLA___CHIN 102A",5049
"UCLA___CHIN 102B",5050
"UCLA___CHIN 102I",5051
"UCLA___CHIN 103",5052
"UCLA___CHIN 105A",5053
"UCLA___CHIN 105B",5054
"UCLA___CHIN C107A",5055
"UCLA___CHIN C107B",5056
"UCLA___CHIN 110A",5057
"UCLA___CHIN 110B",5058
"UCLA___CHIN 110C",5059
"UCLA___CHIN C120",5060
"UCLA___CHIN 124",5061
"UCLA___CHIN 125",5062
"UCLA___CHIN 130A",5063
"UCLA___CHIN 130B",5064
"UCLA___CHIN 131",5065
"UCLA___CHIN 135",5066
"UCLA___CHIN C137",5067
"UCLA___CHIN C138",5068
"UCLA___CHIN 139",5069
"UCLA___CHIN 140A",5070
"UCLA___CHIN 140B",5071
"UCLA___CHIN 140C",5072
"UCLA___CHIN 140D",5073
"UCLA___CHIN C144",5074
"UCLA___CHIN C150A",5075
"UCLA___CHIN C150B",5076
"UCLA___CHIN 151",5077
"UCLA___CHIN 152",5078
"UCLA___CHIN M153",4593
"UCLA___CHIN 154",5079
"UCLA___CHIN 155",5080
"UCLA___CHIN C156",5081
"UCLA___CHIN 157",5082
"UCLA___CHIN 159",5083
"UCLA___CHIN CM160",5084
"UCLA___CHIN 165",5085
"UCLA___CHIN 174",5086
"UCLA___CHIN C175",5087
"UCLA___CHIN 175SL",5088
"UCLA___CHIN 176",5089
"UCLA___CHIN 180",5090
"UCLA___CHIN 182",5091
"UCLA___CHIN M183",4158
"UCLA___CHIN 184",5092
"UCLA___CHIN 185",5093
"UCLA___CHIN 186",5094
"UCLA___CHIN 187",5095
"UCLA___CHIN 191A",5096
"UCLA___CHIN 191B",5097
"UCLA___CHIN 197",5098
"UCLA___C&EE M20",5099
"UCLA___C&EE 58XP",5100
"UCLA___C&EE 91",5101
"UCLA___C&EE 103",5102
"UCLA___C&EE C104",5103
"UCLA___C&EE C105",5104
"UCLA___C&EE C106",5105
"UCLA___C&EE 107",5106
"UCLA___C&EE 108",5107
"UCLA___C&EE 108L",5108
"UCLA___C&EE 109W",5109
"UCLA___C&EE 110",5110
"UCLA___C&EE C111",5111
"UCLA___C&EE 116XP",5112
"UCLA___C&EE 120",5113
"UCLA___C&EE 120L",5114
"UCLA___C&EE 121",5115
"UCLA___C&EE 123",5116
"UCLA___C&EE 125",5117
"UCLA___C&EE C128",5118
"UCLA___C&EE 129L",5119
"UCLA___C&EE 130",5120
"UCLA___C&EE 132",5121
"UCLA___C&EE 135A",5122
"UCLA___C&EE 135B",5123
"UCLA___C&EE M135C",5124
"UCLA___C&EE 135L",5125
"UCLA___C&EE 137L",5126
"UCLA___C&EE 140L",5127
"UCLA___C&EE 141",5128
"UCLA___C&EE 142",5129
"UCLA___C&EE 142L",5130
"UCLA___C&EE 143",5131
"UCLA___C&EE 144",5132
"UCLA___C&EE 147",5133
"UCLA___C&EE 148",5134
"UCLA___C&EE 150",5135
"UCLA___C&EE 151",5136
"UCLA___C&EE 152",5137
"UCLA___C&EE 153",5138
"UCLA___C&EE 154",5139
"UCLA___C&EE 155",5140
"UCLA___C&EE 156A",5141
"UCLA___C&EE 156B",5142
"UCLA___C&EE 157A",5143
"UCLA___C&EE 157B",5144
"UCLA___C&EE 157C",5145
"UCLA___C&EE 157L",5146
"UCLA___C&EE C158",5147
"UCLA___C&EE C159",5148
"UCLA___C&EE C164",5149
"UCLA___C&EE M165",5150
"UCLA___C&EE M166",5151
"UCLA___C&EE 170",5152
"UCLA___C&EE 180",5153
"UCLA___C&EE C181",5154
"UCLA___C&EE C182",5155
"UCLA___C&EE C183",5156
"UCLA___C&EE C184",5157
"UCLA___C&EE C185",5158
"UCLA___C&EE C186",5159
"UCLA___C&EE 188",5160
"UCLA___C&EE 188L",5161
"UCLA___CLASSIC 10",5162
"UCLA___CLASSIC 20",5163
"UCLA___CLASSIC 30",5164
"UCLA___CLASSIC 40W",5165
"UCLA___CLASSIC 41W",5166
"UCLA___CLASSIC 42",5167
"UCLA___CLASSIC 47",5168
"UCLA___CLASSIC 48",5169
"UCLA___CLASSIC 51A",5170
"UCLA___CLASSIC 51B",5171
"UCLA___CLASSIC 52",5172
"UCLA___CLASSIC 60",5173
"UCLA___CLASSIC M75",4084
"UCLA___CLASSIC 88GE",5174
"UCLA___CLASSIC M114A",5175
"UCLA___CLASSIC M114B",5176
"UCLA___CLASSIC M121",5177
"UCLA___CLASSIC M124",5178
"UCLA___CLASSIC M125",5179
"UCLA___CLASSIC 130",5180
"UCLA___CLASSIC M133",5181
"UCLA___CLASSIC 135",5182
"UCLA___CLASSIC 137",5183
"UCLA___CLASSIC 138",5184
"UCLA___CLASSIC 140",5185
"UCLA___CLASSIC 141",5186
